layers,Pixel AP mean,Pixel AP SD,2D IoU mean,2D IoU SD
1,0.7705621443534514,0.02089449311237053,0.5157554412602812,0.023399188898475004
0,0.7676450116070374,0.012403025256548376,0.4978317464637381,0.013190024355803078
