Learning rate,Pixel AP,2D IoU,Precision,Recall,Threshold,Epoch
1e-3,0.7925281863499464,0.5037433400480293,0.6119580641849189,0.7508493581055504,0.06,5
3e-4,0.7973606665338371,0.4866180414253029,0.5490285518035068,0.7702360486834294,0.05,4
