layers,Pixel AP mean,Pixel AP SD,2D IoU mean,2D IoU SD
1,0.7975393986242832,0.004578601594623617,0.5084493876447106,0.01107426552157565
0,0.8079500803202148,0.001998497179493603,0.5192886845847754,0.003094817101554237
