layers,Pixel AP mean,Pixel AP SD,2D IoU mean,2D IoU SD
1,0.7845985363757211,0.004801788557920094,0.492675043205056,0.014390711623541863
0,0.7903410333272988,0.004391850876252689,0.5019520842640953,0.00300424823371078
